;importance;stddev;p_value;n;p99_high;p99_low
bvpMean V1 infoProcess V5 hrMean;0.04434673276191033;0.00911925700248729;0.0002029900941975555;5;0.06312340897155798;0.025570056552262684
V1 V2 V30 V5 V16;0.04433706785800563;0.008541954401924975;0.0001574523134754326;5;0.06192507003392558;0.026749065682085685
AU15_r meanFixDur V17;0.044331867330234864;0.011735686061462318;0.0005380506809240553;5;0.06849580713520476;0.020167927525264976
bvpMean V5 V16 V17 bvpSD;0.04431601276244919;0.007549213537758194;9.725810349829702e-05;5;0.059859947777912835;0.028772077746985543
AU01_r V30 hrMean;0.04427405404896677;0.017656049205445477;0.00248459341520797;5;0.08062810339551257;0.007920004702420956
bvpMean V1 infoProcess V17 bvpSD;0.04427344449928737;0.006469473359581958;5.318869904868266e-05;5;0.05759417956429094;0.030952709434283802
AU01_r bvpMean meanFixDur;0.044264109603572147;0.016724151228915327;0.002041268376545098;5;0.07869936813624355;0.009828851070900743
AU01_r V30 V5;0.04425528489076656;0.017000034101245454;0.0021685211574599176;5;0.07925859007067221;0.009251979710860905
tempSD hrMean V40;0.044239382139471206;0.02586566991287731;0.0093533077437837;5;0.09749715399163578;-0.009018389712693371
bvpMean V1 V30 V40 bvpSD;0.04423635152840627;0.009048679660276008;0.00019886403546764495;5;0.06286770801495836;0.025604995041854185
AU04_r meanFixDur hrMean V40;0.04423056210203162;0.007494476798992868;9.523837758672773e-05;5;0.05966179341583533;0.028799330788227908
AU09_r meanFixDur V17;0.044221023235044454;0.024867018780982266;0.008225243551689425;5;0.09542255860381166;-0.006980512133722749
bvpMean infoProcess V2 V5 hrMean;0.04420887334786171;0.008143079451126047;0.00013210001938498736;5;0.06097558648704897;0.027442160208674446
AU04_r infoProcess V17 bvpSD;0.04419072985125764;0.00288291283140453;2.161335235518752e-06;5;0.05012668721720938;0.0382547724853059
AU04_r meanFixDur V16 bvpSD;0.04418565665188741;0.002960735366434566;2.404688931193377e-06;5;0.05028185169308773;0.03808946161068709
AU01_r V1 meanFixDur V40;0.04417983787690011;0.019525200426524617;0.0035913509115226873;5;0.08438249542206319;0.003977180331737024
AU04_r bvpMean V30;0.04417826755607326;0.006944777887461116;7.092581796676786e-05;5;0.058477661213386725;0.02987887389875979
bvpMean V5 V16 hrMean bvpSD;0.04416633301070151;0.008365038275619878;0.00014729774102960235;5;0.06139006243731854;0.02694260358408448
bvpMean infoProcess V2 meanFixDur bvpSD;0.044156343961059295;0.005212600972931097;2.2877051444032748e-05;5;0.054889161410126244;0.033423526511992346
bvpMean V1 V30 V16 hrMean;0.0441284391658006;0.010009338372681208;0.00029696746543162616;5;0.06473780521890943;0.02351907311269177
bvpMean V1 infoProcess V16 V17;0.04412164759919436;0.00674833318757387;6.366993184099002e-05;5;0.0580165589042857;0.030226736294103024
bvpMean infoProcess V16 V17 bvpSD;0.0441052385608701;0.0078014916099172675;0.00011272686806668965;5;0.060168617613762784;0.028041859507977412
AU01_r V2 V17;0.04409432692017675;0.017982605678765144;0.002694053715766855;5;0.08112076055877787;0.0070678932815756365
bvpMean V2 V16 hrMean V17;0.04408281777925027;0.008256162642551378;0.00014098521457565568;5;0.06108237077255809;0.027083264785942453
tempSD V5 V17;0.04404375513074242;0.024630058067812346;0.008074693865890319;5;0.09475738511594764;-0.006669874854462805
bvpMean infoProcess V2 V16 hrMean;0.04401800823537623;0.00674348712897718;6.408084715292334e-05;5;0.057902941438837334;0.030133075031915126
AU04_r V2 V30 V17;0.04399746840170861;0.007887717812045216;0.00011882024265328014;5;0.06023838839655551;0.02775654840686171
V1 infoProcess V30 hrMean V40;0.04397965498909508;0.009872378749161451;0.0002852540924606082;5;0.06430701928439356;0.023652290693796593
V1 infoProcess V2 V30;0.0439717155253031;0.01161911860527511;0.0005343093806885132;5;0.06789564132685007;0.020047789723756135
AU01_r hrMean V40 V17;0.04396991598807583;0.018675500232628945;0.0031174076619637165;5;0.08242302908990298;0.005516802886248673
AU01_r V1 V40 V17;0.043941118896146505;0.018258173207678773;0.002881537907395187;5;0.08153494988552878;0.006347287906764219
AU01_r V1 meanFixDur V17;0.04393661905446235;0.019220114626828183;0.0034632593646824186;5;0.0835111007213166;0.0043621373876080935
AU04_r infoProcess meanFixDur;0.04392655382538881;0.005617108550908935;3.139887175538016e-05;5;0.055492257968401;0.032360849682376625
AU15_r V30 hrMean bvpSD;0.04389762003237265;0.008693037537703304;0.0001752789684898677;5;0.06179670447305103;0.025998535591694273
bvpMean V1 V2 V40 bvpSD;0.04389393592975597;0.00589628674286378;3.815049814512268e-05;5;0.056034471828655855;0.03175340003085608
AU04_r V1 meanFixDur;0.04388771884472782;0.008445326002316995;0.00015672246556251138;5;0.06127676181030853;0.02649867587914712
bvpMean V1 V30 V5 V16;0.04388422238341287;0.008755317537286028;0.0001804391868548252;5;0.06191154220403315;0.02585690256279259
AU01_r meanFixDur hrMean bvpSD;0.04387487180891817;0.01570433389817707;0.0016734965781600027;5;0.07621031236222606;0.011539431255610286
AU04_r V30 meanFixDur V16;0.04387459919732432;0.00576133584996133;3.4874010336772825e-05;5;0.055737269342518506;0.03201192905213013
AU15_r V30 meanFixDur bvpSD;0.04382164606654747;0.012978393675184618;0.0008244274205854082;5;0.07054433802421611;0.01709895410887883
AU04_r V30 V5 V40;0.04380535560528763;0.006291186069280022;4.967666065655257e-05;5;0.05675899467536729;0.03085171653520797
bvpMean V1 V2 meanFixDur bvpSD;0.043792812674847394;0.005628565210609671;3.2037243239456366e-05;5;0.055382106238531265;0.03220351911116352
AU01_r infoProcess hrMean;0.04378711764890473;0.02063989399724523;0.004506057480923309;5;0.08628494466288397;0.0012892906349254787
V1 infoProcess V2 hrMean V17;0.04377302896120677;0.007281183762785797;8.857444426079135e-05;5;0.05876508696543707;0.02878097095697647
AU04_r hrMean V17 bvpSD;0.0437692168614985;0.008073172065841693;0.0001328113119481431;5;0.06039198972816252;0.027146443994834468
AU01_r V5 meanFixDur bvpSD;0.04373921796311566;0.013630659121943906;0.0009988988466765544;5;0.0718049334909282;0.015673502435303112
tempSD V5 hrMean;0.043729739129552046;0.025456635582514504;0.009220732199193988;5;0.09614530364204438;-0.008685825382940278
bvpMean infoProcess V30 meanFixDur hrMean;0.043729480836187405;0.008510824273205656;0.00016381315504023698;5;0.06125338564681017;0.02620557602556464
AU04_r V30 hrMean V40;0.04369008232539584;0.009520715271418494;0.0002542838902832782;5;0.06329336665951579;0.024086797991275895
AU01_r V30 bvpSD;0.0436770480993681;0.014537902323781058;0.001278197507726252;5;0.07361078991919696;0.013743306279539232
AU04_r V30 V16 bvpSD;0.043646846950916106;0.006669060756812478;6.342038960829853e-05;5;0.057378535225408304;0.029915158676423907
V1 infoProcess V30 V5 bvpSD;0.04363706751235012;0.01070617817311734;0.00040199481219362467;5;0.06568123634590653;0.021592898678793722
bvpMean V2 V5 V16 V40;0.04360264479342822;0.008079974648878297;0.00013525160405746886;5;0.06023942427258631;0.026965865314270136
bvpMean infoProcess V16 V40 bvpSD;0.04355547478728905;0.0052177992235945886;2.42490569643906e-05;5;0.054298995506319586;0.032811954068258514
bvpMean infoProcess V2 V30 V40;0.04354257940481489;0.01021783014674445;0.0003386310528018025;5;0.06458123290238249;0.022503925907247285
AU04_r V5 meanFixDur V17;0.04352867421974645;0.005107594970657146;2.233646150169109e-05;5;0.05404528285879414;0.03301206558069875
bvpMean V1 V16 V17 bvpSD;0.0435066195253573;0.007203838413125114;8.699699753474058e-05;5;0.05833942238560992;0.028673816665104684
bvpMean V1 infoProcess meanFixDur V40;0.0434941665009191;0.005290518010109247;2.575909722423737e-05;5;0.05438741620646376;0.03260091679537444
V1 V2 V30 hrMean V40;0.043427936539291646;0.008935749542218686;0.00020347069215480325;5;0.061826768351903594;0.025029104726679696
V1 infoProcess V2 meanFixDur V40;0.04342278566668428;0.008220264074273217;0.00014702171459480176;5;0.06034842301173643;0.026497148321632136
AU01_r meanFixDur V16;0.04339660032132513;0.015230174615505652;0.0015560422555527084;5;0.07475574035803484;0.012037460284615421
AU04_r V5 V16;0.04339025912764825;0.004417014436341426;1.2710148742872723e-05;5;0.05248495290170255;0.034295565353593946
AU09_r V5 bvpSD;0.04335998071549829;0.021269508624612493;0.005175524166243523;5;0.08715419294942567;-0.0004342315184290915
AU04_r bvpMean meanFixDur;0.04331658522452142;0.0032333157652916023;3.6977487637490725e-06;5;0.04997402707442986;0.03665914337461298
bvpMean infoProcess V30 meanFixDur V16;0.04328206548608735;0.010074669003656677;0.0003281952449167104;5;0.06402594821133994;0.022538182760834753
bvpMean V1 infoProcess V5 meanFixDur;0.043277504875341266;0.005899345016039221;4.042626601309477e-05;5;0.05542433780097922;0.031130671949703315
V1 infoProcess V30 V40 bvpSD;0.04327250178864643;0.0094535221239857;0.0002567819189374922;5;0.06273743450349425;0.0238075690737986
AU01_r V5 meanFixDur V17;0.043269895871916396;0.016281945392660327;0.002011029154492351;5;0.07679464647580458;0.009745145268028214
AU04_r V30 meanFixDur V40;0.04326970187897391;0.00538450437757409;2.8191253218334482e-05;5;0.05435647081415832;0.032182932943789495
AU01_r infoProcess bvpSD;0.04326188761065429;0.015565916684824785;0.001705999256745786;5;0.07531232520854063;0.011211450012767951
AU04_r hrMean V40 V17;0.04326054847753683;0.009128847316017373;0.00022445116468856047;5;0.062056971275295136;0.024464125679778525
AU01_r V40 V17 bvpSD;0.04325214610209567;0.014067811882051775;0.001172610562587588;5;0.07221796520506357;0.014286326999127776
bvpMean infoProcess V2 V40 bvpSD;0.043220009972775086;0.004348919429495537;1.2137435348935147e-05;5;0.05217449518656069;0.03426552475898948
bvpMean infoProcess V5 hrMean bvpSD;0.04320588017856238;0.006078636207976221;4.579929465416259e-05;5;0.05572187614646623;0.03068988421065853
AU01_r V1 hrMean;0.04320106936863557;0.02045461540317867;0.004576730287814187;5;0.08531740519660946;0.0010847335406616726
AU04_r bvpMean V40;0.04318364699468158;0.004090228927798449;9.54371131407002e-06;5;0.05160548488999017;0.03476180909937299
V1 infoProcess V2 meanFixDur bvpSD;0.04318096135175973;0.006526901891600159;6.0775015409195485e-05;5;0.05661994255793544;0.029741980145584018
bvpMean infoProcess V2 meanFixDur V16;0.04315014019275735;0.006118103439445379;4.7224502063858777e-05;5;0.05574739973575131;0.030552880649763386
AU01_r V30 meanFixDur;0.04314823451232214;0.0173593643765667;0.002565093662834617;5;0.07889140569558643;0.00740506332905784
bvpMean V1 V30 meanFixDur hrMean;0.04311395329236574;0.00981084276652757;0.00030069758560067174;5;0.0633146141489034;0.02291329243582808
bvpMean V2 V5 V17 bvpSD;0.04309722387043474;0.0070547209323583914;8.31657365431062e-05;5;0.05762299177676607;0.028571455964103418
V1 infoProcess V2 V16 V17;0.043090129755735895;0.006683495790056079;6.727920794412502e-05;5;0.056851539963190034;0.02932871954828176
V1 infoProcess V30 meanFixDur;0.0430843830677514;0.010131051043492592;0.0003413198222202765;5;0.06394435719230876;0.022224408943194045
AU01_r V2 bvpSD;0.043075042835308844;0.015135626278289075;0.0015630234288608906;5;0.07423950653889272;0.011910579131724969
bvpMean V1 infoProcess V16 V40;0.04303119933673451;0.004783230468309594;1.8022354203341836e-05;5;0.05287993698225474;0.03318246169121428
bvpMean infoProcess V30 V5 V16;0.0430308871283737;0.01098004380162171;0.0004673948675576095;5;0.06563894907624584;0.020422825180501553
bvpMean infoProcess meanFixDur V40 bvpSD;0.04302866906058654;0.003747593255468454;6.835646691454051e-06;5;0.05074501537083942;0.03531232275033366
V1 V2 V16 hrMean bvpSD;0.04301519359651216;0.004658176377213146;1.62478958590559e-05;5;0.052606443140033585;0.033423944052990734
AU09_r meanFixDur bvpSD;0.04292886013926376;0.021668950641595523;0.005711331821053999;5;0.08754552900703458;-0.0016878087285070661
bvpMean infoProcess meanFixDur V16 bvpSD;0.04292552144232213;0.005718128828619219;3.690867891009775e-05;5;0.054699227733388416;0.031151815151255847
bvpMean V2 V5 hrMean V17;0.0429212220467049;0.00899668075617209;0.00021867519027520262;5;0.061445512071005785;0.024396932022404012
bvpMean V1 infoProcess V2;0.042919964271061775;0.006232808304094776;5.189971588637663e-05;5;0.05575340271575855;0.030086525826365
AU04_r meanFixDur V40 bvpSD;0.04289769692330568;0.0035710292951714583;5.709746992116917e-06;5;0.05025049559893377;0.03554489824767759
bvpMean V1 infoProcess hrMean V40;0.042877953818715106;0.007634206444627802;0.00011565485423335651;5;0.05859689040415009;0.027159017233280125
AU04_r V30 V16 V40;0.04278443537251675;0.005913456278519772;4.2699400611342255e-05;5;0.054960323582640525;0.03060854716239297
bvpMean infoProcess V2 V17 bvpSD;0.04273614910573853;0.006255895298012958;5.3561177277230335e-05;5;0.05561712399000901;0.02985517422146805
bvpMean infoProcess V5 meanFixDur bvpSD;0.04269206848023686;0.0036835593606957834;6.5851328635671285e-06;5;0.05027656811611032;0.03510756884436339
AU04_r V30 V40 bvpSD;0.04268633746484692;0.005801943764796106;3.996658322089153e-05;5;0.054632619867946944;0.0307400550617469
V1 V2 V5 V16 V40;0.04268578370489573;0.00418945161619507;1.0993083232868834e-05;5;0.051311922487016264;0.0340596449227752
V1 V2 V30 V5 meanFixDur;0.04265192163589695;0.01005556063373244;0.00034477286333411955;5;0.0633564599633698;0.021947383308424093
V1 V2 V16 hrMean V40;0.042647414113967316;0.005227835674932969;2.6561134943449968e-05;5;0.05341160002502207;0.03188322820291256
tempSD V16 hrMean;0.04264496393235697;0.0254400063698784;0.009988175632742222;5;0.09502628866619141;-0.009736360801477467
AU01_r meanFixDur hrMean V17;0.04263634497422002;0.01865152007277954;0.003463399000936047;5;0.08104008259547621;0.004232607352963824
bvpMean infoProcess V16 hrMean bvpSD;0.0426278837896261;0.0060499418482157855;4.7406329844383e-05;5;0.05508479767418502;0.03017096990506718
bvpMean infoProcess V30 bvpSD;0.04262719850208298;0.010433055207028844;0.0003982585011138506;5;0.0641090033735026;0.02114539363066335
bvpMean V1 V30 V17 bvpSD;0.04259737256456719;0.010422883307991264;0.00039783658771089307;5;0.06405823335527785;0.021136511773856528
AU15_r V30 V5;0.042580932605719254;0.014814469183143936;0.0015067233449028992;5;0.07308412941153651;0.012077735799901995
bvpMean infoProcess V2 V16 V40;0.0425807582972084;0.005982648271115554;4.5557114440961405e-05;5;0.054899113776421864;0.030262402817994936
bvpMean infoProcess V30 V5 hrMean;0.042574759314392176;0.010856209842150435;0.0004661676882783261;5;0.06492784542814575;0.0202216732006386
bvpMean V2 V30 V5 bvpSD;0.042564408236520766;0.010290439462200826;0.0003798579183534753;5;0.06375256531818044;0.0213762511548611
AU04_r bvpMean V17;0.042559343590137855;0.004018748632432655;9.427995045732667e-06;5;0.05083400256932561;0.0342846846109501
bvpMean V1 V16 hrMean V17;0.04254890806046504;0.008747241195860374;0.0002027808050634395;5;0.060559598582462994;0.024538217538467084
AU01_r V5 meanFixDur V40;0.04254343569578839;0.01700361584569216;0.002504654707757624;5;0.07755411573701478;0.007532755654562004
V1 V2 V5 V16 bvpSD;0.042519694029230115;0.004071248783490235;9.964167923295914e-06;5;0.050902451545074626;0.034136936513385605
V1 infoProcess V30 V16 hrMean;0.042480700497895194;0.011265401452558225;0.0005416738810249165;5;0.0656763177931075;0.019285083202682893
V1 V2 V5 meanFixDur V16;0.042458292885183914;0.005261284593581296;2.7724172743684314e-05;5;0.053291350582048765;0.03162523518831906
AU04_r V30 V5 V17;0.042451772708469136;0.0068166796717615994;7.710889600557325e-05;5;0.05648741036915181;0.028416135047786464
bvpMean V1 V30 hrMean V40;0.04244258813580289;0.00964000358434292;0.00029852809848547764;5;0.06229148875497393;0.022593687516631857
AU04_r V30 V16 V17;0.04234434782992129;0.006818354519097863;7.79562917173866e-05;5;0.05638343402441817;0.028305261635424402
V1 V2 meanFixDur V16 hrMean;0.04233928719220673;0.00535984256961105;3.017115362680041e-05;5;0.05337527712393284;0.031303297260480624
bvpMean V1 V2 hrMean;0.04233921097379532;0.007621195762626461;0.00012071733307335398;5;0.0580313583851628;0.026647063562427832
bvpMean V1 V5 V16 V17;0.04229678672085026;0.0064905195301832785;6.449941774172392e-05;5;0.05566085614201094;0.028932717299689575
AU01_r meanFixDur hrMean V40;0.04226139221855531;0.01869420342471868;0.003602859022986849;5;0.08075301545140082;0.003769768985709805
bvpMean infoProcess V2 V5 meanFixDur;0.042229162539043574;0.006208022501532072;5.446691395825513e-05;5;0.05501156667368755;0.029446758404399604
bvpMean infoProcess V5 V40 bvpSD;0.04221971953771729;0.0032967773308588406;4.425432999411149e-06;5;0.049007829628260724;0.035431609447173856
AU15_r V30 meanFixDur;0.04220220889798524;0.015289939421577095;0.0017499896342257708;5;0.07368440549643346;0.010720012299537028
AU15_r V5 bvpSD;0.0422001301509032;0.009547570213703858;0.0002940517667511403;5;0.061858709182363456;0.02254155111944295
AU04_r V1 bvpSD;0.04217673838784373;0.007037339941235953;8.965446005419281e-05;5;0.05666671859322313;0.027686758182464327
AU04_r V5 hrMean;0.04217383562465608;0.008862067114882341;0.0002208022112267107;5;0.060420954300983126;0.02392671694832903
bvpMean infoProcess meanFixDur hrMean bvpSD;0.04214264552033041;0.003979828279759771;9.432020003087442e-06;5;0.05033716695542825;0.03394812408523257
V1 infoProcess V2 V5 bvpSD;0.04208938642666541;0.005512068824241924;3.4505059709606335e-05;5;0.05343881232066692;0.030739960532663903
V2 V5 V16 hrMean V17;0.042086531993020426;0.0063860255777029775;6.170430720575886e-05;5;0.05523544692176426;0.02893761706427659
bvpMean infoProcess hrMean V40 bvpSD;0.04207020854731329;0.005288510814613028;2.9344096296984606e-05;5;0.05295932540958884;0.03118109168503774
AU15_r V30 V40;0.042065896003925095;0.015052179046555626;0.0016715867970425286;5;0.07305854070400648;0.011073251303843703
bvpMean V2 V30 hrMean bvpSD;0.04205639925414413;0.00875651851186583;0.0002130511721201613;5;0.06008619189802346;0.024026606610264806
AU01_r infoProcess V5;0.04204881380608007;0.018657314556133127;0.0036422504594697844;5;0.08046448234864957;0.003633145263510565
V1 infoProcess V2 V16 V40;0.04203691679363848;0.005967684815289187;4.745702327992512e-05;5;0.054324462310488514;0.029749371276788446
AU04_r V1 V40;0.04202685111318183;0.008007966627506018;0.00015080859487144407;5;0.05851536508107777;0.02553833714528589
AU01_r meanFixDur V17 bvpSD;0.04196514095058583;0.01446639108514805;0.0014561546309432903;5;0.07175164014167898;0.012178641759492681
bvpMean V1 V30 V5 meanFixDur;0.04196360484862653;0.008527798154377226;0.0001938627568691856;5;0.05952245911518553;0.024404750582067532
bvpMean V5 V16 V40 bvpSD;0.04195563681461702;0.006272820329554526;5.821528344811634e-05;5;0.054871460572760385;0.02903981305647365
bvpMean V2 V30 V5 V16;0.04190714108451019;0.010582204572450956;0.00044903895341977316;5;0.06369604656079725;0.020118235608223133
AU01_r infoProcess V17;0.0419059317019684;0.018788011483268908;0.0037786157209209843;5;0.08059070702393398;0.0032211563800028237
AU01_r infoProcess V40;0.041893737013268276;0.018521741670772186;0.00359608583573094;5;0.08003025911106319;0.0037572149154733586
bvpMean V1 hrMean V40 bvpSD;0.04189301492212385;0.007927291080978973;0.00014677736125897725;5;0.05821541682466605;0.025570613019581644
AU01_r V2 meanFixDur;0.041888381133009425;0.018996480902625408;0.003934552542201726;5;0.08100239787078362;0.002774364395235228
AU04_r meanFixDur hrMean V17;0.04188129811227222;0.006875973153602611;8.41372458428118e-05;5;0.05603902187158854;0.027723574352955895
V1 V2 V30 V5 bvpSD;0.04186237898464753;0.009336705602984793;0.00027822170747237717;5;0.06108678486817859;0.022637973101116468
V1 infoProcess V30 meanFixDur V17;0.04183959583777595;0.011217006291369281;0.000564708772011376;5;0.06493556682720801;0.0187436248483439
bvpMean infoProcess V2 meanFixDur hrMean;0.041824009238168904;0.005456909636309287;3.3999453828972636e-05;5;0.053059861601836115;0.03058815687450169
tempSD hrMean V17;0.04180312829374808;0.02546654557302654;0.01069098799713691;5;0.0942390976136753;-0.01063284102617914
AU01_r V2 V40;0.04179409686218988;0.018467231986322778;0.003588872677663779;5;0.07981838276629956;0.003769810958080197
V1 V2 V30 hrMean V17;0.04177844200052;0.009602783536234933;0.0003125873776809195;5;0.061550706026200955;0.022006177974839045
AU15_r V40 bvpSD;0.041759225975500844;0.00918745943854089;0.00026389514913352844;5;0.06067633194364069;0.02284212000736099
bvpMean V2 V30 V5 hrMean;0.04175637970449557;0.010027284063414889;0.00037012434483100684;5;0.06240269618286085;0.021110063226130286
bvpMean V1 hrMean V17 bvpSD;0.04169329109360419;0.009038055081947674;0.00024916333816051657;5;0.060302771426530954;0.023083810760677424
AU04_r V2 meanFixDur;0.04168539574161646;0.007287891738380913;0.00010768566294416256;5;0.056691265560311184;0.02667952592292174
bvpMean V30 V5 hrMean bvpSD;0.04168121177082087;0.010137759007991942;0.00038876407970758693;5;0.06255499768699631;0.02080742585464543
bvpMean V2 V16 V40 bvpSD;0.041638308858077025;0.00640456696708954;6.51014800140412e-05;5;0.054825400763837025;0.028451216952317025
AU15_r V30 V17 bvpSD;0.04158817541237185;0.012796952503340835;0.0009523517090385064;5;0.06793727748943064;0.01523907333531306
V1 infoProcess V2 V5 V40;0.04158606835567439;0.007061196020119961;9.602619866710428e-05;5;0.05612516855720201;0.02704696815414677
AU04_r V40 V17 bvpSD;0.0415832126039329;0.004457804740993001;1.5608734410783568e-05;5;0.05076189417904672;0.03240453102881908
V1 infoProcess V2 V16 bvpSD;0.041577493793866716;0.005879584759371301;4.673505118951159e-05;5;0.05368364007790965;0.029471347509823782
bvpMean V2 V5 meanFixDur V16;0.04156976617555356;0.005436014163055597;3.4304842767165525e-05;5;0.05276259447098529;0.030376937880121826
AU04_r infoProcess V16;0.041552518220232794;0.0033153763647510394;4.8222068705872e-06;5;0.04837892397862623;0.034726112461839355
AU01_r meanFixDur V40 bvpSD;0.04154310010670207;0.01420612020799744;0.0014133038019141593;5;0.0707936979644163;0.012292502248987841
bvpMean infoProcess V30 hrMean V40;0.04154127298243682;0.007728365689664942;0.0001373510525467072;5;0.05745408475482234;0.025628461210051294
bvpMean V1 V2 V30;0.04150256637950883;0.009493796378643225;0.0003068541634680535;5;0.06105042434134586;0.021954708417671807
bvpMean V30 V5 V16 bvpSD;0.04149556162861166;0.00957986805996468;0.0003179532289120611;5;0.06122064237192663;0.0217704808852967
bvpMean infoProcess V2 V30 V17;0.04149509666718176;0.011673599350166005;0.0006784529991958824;5;0.065531199075463;0.017458994258900528
bvpMean V2 hrMean V17 bvpSD;0.041465179415408525;0.007267058978348836;0.00010871816142353152;5;0.05642815429325786;0.026502204537559193
AU09_r V17 bvpSD;0.04145580651367764;0.021251244508900598;0.006021609541873142;5;0.08521241268091734;-0.002300799653562051
bvpMean V1 infoProcess hrMean V17;0.04143160975529079;0.008579718282553755;0.00020859973019680893;5;0.059097368283377694;0.023765851227203885
bvpMean V16 hrMean V17 bvpSD;0.04142513497093213;0.008401952864774066;0.00019239485692755157;5;0.058724872046831474;0.024125397895032784
V1 infoProcess V30 V5 V16;0.04141602727779285;0.01054990083912249;0.0004643350003839704;5;0.06313841892067155;0.019693635634914147
bvpMean infoProcess V30 V16 V40;0.04140677849950556;0.009206282532865984;0.000274875644348245;5;0.06036264147902359;0.022450915519987527
bvpMean V2 V5 V40 bvpSD;0.041284517699788956;0.006587182728483898;7.520236305484414e-05;5;0.054847617982277996;0.02772141741729992
AU04_r meanFixDur V40 V17;0.04128245655350767;0.0057840071698790135;4.5055931842158715e-05;5;0.053191807259763316;0.029373105847252032
AU04_r V16 hrMean;0.04125768339143867;0.008422883758256438;0.00019735502338411254;5;0.05860051746631391;0.02391484931656343
V1 infoProcess V30 V16 bvpSD;0.04125032501501491;0.01120141285596161;0.0005929617008260046;5;0.06431418890541839;0.01818646112461143
bvpMean infoProcess V5 V17 bvpSD;0.04124661620691422;0.005407647192753216;3.4655576704630576e-05;5;0.05238103651842015;0.03011219589540829
AU15_r V30 hrMean;0.041226002614262125;0.010652158057646749;0.0004903920491689144;5;0.06315894328342724;0.019293061945097015
V1 infoProcess V2 meanFixDur V17;0.04122248509781392;0.007737319905193492;0.00014219261559549317;5;0.057153733723733134;0.025291236471894706
bvpMean V2 V16 V40 V17;0.041192256884517754;0.007125267491362832;0.00010327457472918334;5;0.05586328113089629;0.02652123263813922
bvpMean V5 V16 hrMean V17;0.041186152756180615;0.009095712874208843;0.0002677912073494457;5;0.059914351280288505;0.022457954232072724
AU04_r V30 hrMean V17;0.0411759553292233;0.010630549560680639;0.0004888617052700428;5;0.06306440380447402;0.01928750685397258
bvpMean infoProcess V2 V5 V17;0.04117574079490684;0.007330613090968396;0.00011562254839195993;5;0.05626957446905103;0.026081907120762644
V1 infoProcess V30 V5 V40;0.0411537285705337;0.009553115550284364;0.00032474961733424095;5;0.060823725526657914;0.02148373161440948
bvpMean V1 V2 V16;0.04112374346101464;0.00558574703808009;3.9859091411665495e-05;5;0.052624873815650064;0.029622613106379217
V1 V2 V5 hrMean;0.04110049321455481;0.006818361926453839;8.764813865153804e-05;5;0.055139594660900036;0.02706139176820959
bvpMean V2 V5 hrMean V40;0.041092910859845067;0.008149412491132385;0.00017627110901749691;5;0.057872663815937295;0.024313157903752842
V1 infoProcess V2 V5 V17;0.04108200796088742;0.006958627885386041;9.511200778131236e-05;5;0.05540991895535562;0.02675409696641922
bvpMean infoProcess V30 V5 V40;0.04102671326544257;0.00934748609562763;0.00030214590667097693;5;0.06027331633232747;0.02178011019855767
bvpMean infoProcess V5 V16 V17;0.04100546021301064;0.0068786900041672904;9.156210858581772e-05;5;0.0551687780051905;0.026842142420830772
AU04_r infoProcess hrMean;0.04097750833272769;0.007376210286349147;0.0001207253714087577;5;0.05616522726238106;0.025789789403074317
AU04_r V2 V40;0.04096150058366758;0.006413974396584033;6.984261716025274e-05;5;0.054167962516781236;0.02775503865055392
bvpMean V1 infoProcess meanFixDur V17;0.04096117780883257;0.005987933479454172;5.327518864387271e-05;5;0.05329041560506459;0.028631940012600554
AU04_r V2 V30;0.040931324411245175;0.008011189197576405;0.00016744921635593096;5;0.0574264736954567;0.024436175127033655
AU04_r V16 V17;0.040923334256624734;0.004477174819163865;1.6920536260607833e-05;5;0.05014189909041529;0.03170476942283418
bvpMean V1 V16 V40 bvpSD;0.0409031944500024;0.005861019802868346;4.923210582156355e-05;5;0.05297111523201078;0.028835273667994023
AU01_r meanFixDur V40 V17;0.040901976701769684;0.017606690964161214;0.0032701869678014184;5;0.0771543967473078;0.004649556656231568
bvpMean V1 infoProcess V5 V40;0.04087728686006207;0.005437498626215284;3.670053779909072e-05;5;0.05207317168565706;0.029681402034467078
bvpMean V1 V30 meanFixDur V16;0.04083498190898369;0.008033002327444375;0.00017079714809631284;5;0.05737504472908286;0.02429491908888453
AU04_r meanFixDur V17 bvpSD;0.040826583222468724;0.0038668533077140985;9.542519797164148e-06;5;0.048788487628644475;0.03286467881629297
AU01_r V30 V40;0.040814235303612875;0.016673640975224044;0.0027108571887015983;5;0.07514549252580803;0.00648297808141772
bvpMean V2 V30 V16 bvpSD;0.04080606330251467;0.009753231613380976;0.00036349603937156904;5;0.06088810199845274;0.020724024606576606
AU04_r V1 V17;0.04078394925776831;0.008134926737868638;0.00018027876097270325;5;0.057533875847676094;0.024034022667860522
bvpMean V1 V2 V40 V17;0.04078032950472882;0.00650637269354286;7.518582106914246e-05;5;0.05417704080836088;0.027383618201096756
AU04_r V2 V17;0.04072165653187132;0.00612023022774349;5.9426817987081095e-05;5;0.05332329516136643;0.028120017902376213
bvpMean infoProcess V2 V5 V40;0.04071904554056257;0.006477869857913452;7.433697230118565e-05;5;0.05405706911168262;0.027381021969442514
bvpMean infoProcess V2 meanFixDur V40;0.040714616150081165;0.005631746804676752;4.283054511862546e-05;5;0.05231046065992346;0.02911877164023887
